partenza,arrivo,km
ASTI,TORTONA,56.188
ASTI,TROFARELLO,42.73
ASTI,VENARIA,67.155
ASTI,VENARIA REALE REGGIA,67.122
ASTI,VILLAFRANCA C,14.994
ASTI,VILLANOVA,84.467
ASTI,VILLANOVA D ASTI,25.614
ASTI,VOGHERA,72.613
ATTIGLIANO,FIRENZE S MARIA NOVELLA,182.564
ATTIGLIANO,VITERBO PORTA FIORENTINA,39.113
ATTIGLIANO BOMARZO,ORTE,14.688
ATTIGLIANO BOMARZO,VITERBO PORTA FIORENTINA,39.113
AUGUSTA,AVOLA,50.996
AUGUSTA,BICOCCA,48.85
AUGUSTA,CATANIA CENTRALE,56.291
AUGUSTA,ISPICA,78.761
AUGUSTA,MESSINA CENTRALE,149.472
AUGUSTA,MODICA,117.332
AUGUSTA,NOTO,57.552
AUGUSTA,POZZALLO,87.213
AUGUSTA,PRIOLO MELILLI,13.35
AUGUSTA,RAGUSA,137.107
AUGUSTA,ROSOLINI,73.123
AUGUSTA,SAMPIERI,97.225
AUGUSTA,SCICLI,107.562
AUGUSTA,SIRACUSA,27.093
AULLA LUNIGIANA,BAGNI DI LUCCA,66.822
AULLA LUNIGIANA,CASTELNUOVO DI GARFAGNANA,45.242
AULLA LUNIGIANA,DIECIMO PESCAGLIA,73.749
AULLA LUNIGIANA,EMPOLI,124.528
AULLA LUNIGIANA,FIRENZE S MARIA NOVELLA,154.89
AULLA LUNIGIANA,FORNACI DI BARGA,58.655
AULLA LUNIGIANA,FORNOVO,75.293
AULLA LUNIGIANA,FORTE DEI MARMI SERAVEZZA QUERCETA,42.332
AULLA LUNIGIANA,GENOVA BRIGNOLE,105.35
AULLA LUNIGIANA,GRAGNOLA,13.867
AULLA LUNIGIANA,LA SPEZIA CENTRALE,20.848
AULLA LUNIGIANA,LIVORNO CENTRALE,95.56
AULLA LUNIGIANA,LUCCA,78.371
AULLA LUNIGIANA,MASSA CENTRO,35.16
AULLA LUNIGIANA,MINUCCIANO PIEVE CASOLA,24.277
AULLA LUNIGIANA,PARMA,98.345
AULLA LUNIGIANA,PIAZZA AL SERCHIO,32.717
AULLA LUNIGIANA,PISA CENTRALE,77.548
AULLA LUNIGIANA,PONTREMOLI,20.047
AULLA LUNIGIANA,S PIETRO A VICO,83.642
AULLA LUNIGIANA,SARZANA,21.467
AULLA LUNIGIANA,VIAREGGIO,56.27
AVELLINO,BENEVENTO,29.905
AVELLINO,CHIANCHE CEPPALONI,18.87
AVELLINO,MERCATO S SEVERINO,30.21
AVELLINO,NAPOLI CENTRALE,79.404
AVELLINO,NOCERA INFERIORE,41.593
AVELLINO,S MARIA LA BRUNA,62.483
AVERSA,BENEVENTO,70.182
AVERSA,BOIANO,133.514
AVERSA,CASERTA,15.481
AVERSA,CASSINO,74.229
AVERSA,FIRENZE CAMPO MARTE,447.732
AVERSA,FORMIA GAETA,66.262
AVERSA,GRICIGNANO TEVEROLA,4.229
AVERSA,ISERNIA,106.021
AVERSA,MILANO CENTRALE,752.76
AVERSA,NAPOLI CENTRALE,19.174
AVERSA,REGGIO CALABRIA CENTRALE,460.918
AVERSA,ROMA TERMINI,194.534
AVERSA,ROMA TIBURTINA,194.603
AVERSA,ROMA TUSCOLANA,192.744
AVERSA,SESTRI LEVANTE,635.166
AVERSA,TARANTO,329.256
AVERSA,TORINO PORTA NUOVA,839.126
AVERSA,VILLA LITERNO,14.378
AVEZZANO,ANVERSA VILLALAGO SCANNO,54.866
AVEZZANO,ARCE,70.15
AVEZZANO,ARPINO,59.852
AVEZZANO,BAGNI DI TIVOLI,87.009
AVEZZANO,BALSORANO,36.898
AVEZZANO,CAPISTRELLO,8.706
AVEZZANO,CARSOLI,32.683
AVEZZANO,CASSINO,96.35
AVEZZANO,CASTEL MADAMA,60.027
AVEZZANO,CELANO OVINDOLI,10.618
AVEZZANO,CERCHIO,16.075
AVEZZANO,CIVITA D ANTINO MORINO,25.535
AVEZZANO,CIVITELLA ROVETO,19.434
AVEZZANO,COCULLO,34.632
AVEZZANO,COLLARMELE,19.752
AVEZZANO,ISOLA LIRI,55.223
AVEZZANO,LUNGHEZZA,95.657
AVEZZANO,MANDELA SAMBUCI,53.655
AVEZZANO,MARCELLINA PALOMBARA,73.735
AVEZZANO,PESCARA,133.339
AVEZZANO,PESCOCANALE,13.533
AVEZZANO,PIEDIMONTE VILLA S LUCIA AQUINO,87.432
AVEZZANO,POPOLI VITTORITO,80.037
AVEZZANO,ROMA PRENESTINA,103.274
AVEZZANO,ROMA TERMINI,107.741
AVEZZANO,ROMA TIBURTINA,106.169
AVEZZANO,ROVIANO,45.447
AVEZZANO,SCURCOLA MARSICANA,7.84
AVEZZANO,SORA,49.746
AVEZZANO,SULMONA,64.803
AVEZZANO,TAGLIACOZZO,15.974
AVEZZANO,TIVOLI,67.819
AVEZZANO,TORRE DEI PASSERI,94.582
AVEZZANO,VAL D ALA,110.215
AVEZZANO,VALLE DELL ANIENE MANDELA SAMBUCI,53.655
AVIANO,BUDOIA POLCENIGO,5.646
AVIANO,MANIAGO,14.152
AVIANO,SACILE,16.117
AVIGLIANA,BARDONECCHIA,62.325
AVIGLIANA,BUSSOLENO,21.177
AVIGLIANA,SUSA,28.972
AVIGLIANA,TORINO PORTA NUOVA,23.949
AVIGLIANO LUCANIA,POTENZA INFERIORE,14.298
AVOLA,SIRACUSA,25.933
BADESSE,EMPOLI,55.194
BADESSE,FIRENZE S MARIA NOVELLA,85.555
BADIA POLESINE,ISOLA DELLA SCALA,49.433
BADIA POLESINE,ROVIGO,30.092
BADIA POLESINE,VERONA PORTA NUOVA,70.219
BAGHERIA,AGRIGENTO CENTRALE,124.293
BAGHERIA,CAMPOFELICE,40.461
BAGHERIA,CEFALU,53.891
BAGHERIA,ISOLA DELLE FEMMINE,28.403
BAGHERIA,PALERMO AEROPORTO,45.644
BAGHERIA,PALERMO CENTRALE,12.296
BAGHERIA,PALERMO NOTARBARTOLO,16.172
BAGHERIA,S AGATA M,112.476
BAGHERIA,TERMINI IMERESE,24.18
BAGNACAVALLO,BOLOGNA CENTRALE,61.771
BAGNACAVALLO,RAVENNA,22.704
BAGNARA,COSENZA,168.166
BAGNARA,LAMEZIA TERME CENTRALE,88.487
BAGNARA,MELITO DI PORTO SALVO,61.362
BAGNARA,REGGIO DI CALABRIA CENTRALE,31.567
BAGNI DI LUCCA,AULLA LUNIGIANA,66.822
BAGNI DI LUCCA,CASTELNUOVO DI GARFAGNANA,21.58
BAGNI DI LUCCA,LUCCA,23.41
BAGNI DI LUCCA,PIAZZA AL SERCHIO,34.105
BAGNI DI LUCCA,PISA CENTRALE,46.53
BAGNI DI TIVOLI,AVEZZANO,87.009
BAGNI DI TIVOLI,PESCARA,220.348
BAGNI DI TIVOLI,ROMA TERMINI,20.732
BAGNI DI TIVOLI,ROMA TIBURTINA,19.16
BAGNI DI TIVOLI,TIVOLI,19.19
BAGNI DI TIVOLI,VAL D ALA,23.206
BAGNOLO IN PIANO,GUASTALLA,20.766
BAGNOLO IN PIANO,REGGIO EMILIA,78.541
BAGNOLO IN PIANO,S LAZZARO,9.922
BAGNOLO MELLA,CREMONA,80.575
BALANGERO,ALBA,98.536
BALESTRATE,CASTELVETRANO,56.917
BALESTRATE,TRAPANI,131.306
BALSORANO,AVEZZANO,36.898
BALSORANO,CASSINO,59.451
BARAGIANO,POTENZA CENTRALE,29.131
BARAGIANO,ROMA TERMINI,342.446
BARAGIANO,SALERNO,82.36
BARAGIANO RUOTI,POTENZA CENTRALE,29.131
BARAGIANO RUOTI,SALERNO,82.36
BARCELLONA CASTROREALE,MESSINA CENTRALE,39.549
BARCO,CIANO D ENZA,13.015
BARCO,REGGIO EMILIA,13.065
BARDONECCHIA,ASTI,138.69
BARDONECCHIA,AVIGLIANA,62.325
BARDONECCHIA,BUSSOLENO,41.15
BARDONECCHIA,COLLEGNO,76.639
BARDONECCHIA,GENOVA BRIGNOLE,244.233
BARDONECCHIA,GRUGLIASCO,78.947
BARDONECCHIA,MILANO CENTRALE,227.814
BARDONECCHIA,NAPOLI CENTRALE,941.374
BARDONECCHIA,NOVI LIGURE,194.858
BARDONECCHIA,OULX CESANA CLAVIERE SESTRIERE,11.358
BARDONECCHIA,ROMA TERMINI,733.474
BARDONECCHIA,RONCO SCRIVIA,216.392
BARDONECCHIA,SALBERTRAND,17.292
BARDONECCHIA,TORINO PORTA NUOVA,86.275
BARI CENTRALE,ACQUAVIVA DELLE FONTI,38.307
BARI CENTRALE,ANCONA,441.589
BARI CENTRALE,BARI S RITA,8.826
BARI CENTRALE,BARI S SPIRITO,11.555
BARI CENTRALE,BARI TORRE A MARE,11.322
BARI CENTRALE,BARI ZONA INDUSTRIALE,4.262
BARI CENTRALE,BARLETTA,54.774
BARI CENTRALE,BENEVENTO,302.885
BARI CENTRALE,BISCEGLIE,34.074
BARI CENTRALE,BITETTO PALO DEL COLLE,15.828
BARI CENTRALE,BITRITTO,13.517
BARI CENTRALE,BOLOGNA CENTRALE,646.979
BARI CENTRALE,BRESCIA,819.714
BARI CENTRALE,CASERTA,280.508
BARI CENTRALE,CASORIA,303.81
BARI CENTRALE,CASTELLANETA,71.545
BARI CENTRALE,CERIGNOLA,88.544
BARI CENTRALE,CERIGNOLA CAMPAGNA,88.283
BARI CENTRALE,CESENA,562.856
BARI CENTRALE,CISTERNINO,61.568
BARI CENTRALE,CODOGNO,804.848
BARI CENTRALE,FAENZA,595.301
BARI CENTRALE,FANO,488.674
BARI CENTRALE,FASANO,54.378
BARI CENTRALE,FOGGIA,123.419
BARI CENTRALE,FORLI,580.678
BARI CENTRALE,FORMIA GAETA,358.64
BARI CENTRALE,FROSINONE,402.173
BARI CENTRALE,GIOIA DEL COLLE,52.111
BARI CENTRALE,GIOVINAZZO,18.423
BARI CENTRALE,GIULIANOVA,333.16
BARI CENTRALE,GROTTAMMARE,361.572
BARI CENTRALE,IMOLA,611.359
BARI CENTRALE,INCORONATA,112.223
BARI CENTRALE,LAMEZIA TERME CENTRALE,347.181
BARI CENTRALE,LECCE,149.363
BARI CENTRALE,METAPONTO,138.5
BARI CENTRALE,MILANO CENTRALE,857.341
BARI CENTRALE,MILANO PORTA GARIBALDI,859.577
BARI CENTRALE,MOLA DI BARI,19.143
BARI CENTRALE,MOLFETTA,24.762
BARI CENTRALE,MONOPOLI,40.538
BARI CENTRALE,NAPOLI CENTRALE,301.019
BARI CENTRALE,ORTANOVA,102.878
BARI CENTRALE,OSTUNI,74.476
BARI CENTRALE,PALAGIANELLO,76.737
BARI CENTRALE,PALAGIANO MOTTOLA,83.693
BARI CENTRALE,PESARO,501.121
BARI CENTRALE,PESCARA,295.548
BARI CENTRALE,POLIGNANO A MARE,33.913
BARI CENTRALE,PONTE ALBANITO,134.55
BARI CENTRALE,PONTE CASALDUNI,230.716
BARI CENTRALE,POTENZA CENTRALE,148.821
BARI CENTRALE,REGGIO CALABRIA CENTRALE,467.225
BARI CENTRALE,REGGIO DI CALABRIA CENTRALE,467.225
BARI CENTRALE,RICCIONE,524.45
BARI CENTRALE,RIGNANO GARGANICO,136.565
BARI CENTRALE,RIMINI,534.459
BARI CENTRALE,ROMA TERMINI,478.669
BARI CENTRALE,ROMA TUSCOLANA,478.507
BARI CENTRALE,S ANDREA DELL JONIO,416.429
BARI CENTRALE,S SEVERO,150.948
BARI CENTRALE,S VITO DEI NORMANNI,99.238
BARI CENTRALE,SANNICANDRO DI BARI,27.081
BARI CENTRALE,SAVONA,964.073
BARI CENTRALE,SIBARI,217.807
BARI CENTRALE,SQUINZANO,134.429
BARI CENTRALE,SULMONA,361.941
BARI CENTRALE,TARANTO,105.369
BARI CENTRALE,TELESE CERRETO,247.121
BARI CENTRALE,TERMOLI,206.493
BARI CENTRALE,TORANO LATTARICO,260.897
BARI CENTRALE,TORINO PORTA NUOVA,979.046
BARI CENTRALE,TRANI,42.096
BARI CENTRALE,TRINITAPOLI S FERDINANDO DI PUGLIA,70.886
BARI CENTRALE,VASTO S SALVO,229.471
BARI CENTRALE,VENEZIA S LUCIA,803.871
BARI CENTRALE,VILLA S GIOVANNI,453.144
BARI S RITA,BARI CENTRALE,8.826
BARI S SPIRITO,BARI CENTRALE,11.555
BARI S SPIRITO,BARLETTA,43.219
BARI S SPIRITO,FASANO,65.933
BARI S SPIRITO,FOGGIA,111.865
BARI S SPIRITO,TARANTO,111.665
BARI TORRE A MARE,BARI CENTRALE,11.322
BARI TORRE A MARE,BARLETTA,66.095
BARI TORRE A MARE,GIOVINAZZO,29.745
BARI TORRE A MARE,LECCE,138.043
BARLETTA,BARI CENTRALE,54.774
BARLETTA,BARI S SPIRITO,43.219
BARLETTA,BARI TORRE A MARE,66.095
BARLETTA,BISCEGLIE,20.701
BARLETTA,CANOSA DI PUGLIA,26.615
BARLETTA,FASANO,109.152
BARLETTA,FOGGIA,70.525
BARLETTA,GIOVINAZZO,36.351
BARLETTA,LECCE,204.137
BARLETTA,MILANO CENTRALE,804.447
BARLETTA,MOLA DI BARI,73.916
BARLETTA,MOLFETTA,30.015
BARLETTA,MONOPOLI,95.311
BARLETTA,POLIGNANO A MARE,88.686
BARLETTA,S SEVERO,98.053
BARLETTA,SPINAZZOLA,67.554
BARLETTA,TRANI,12.682
BARONISSI,MERCATO S SEVERINO,5.447
BARONISSI,NOCERA INFERIORE,16.144
BARONISSI,SALERNO,12.267
BASILIANO,UDINE,11.661
BASILIANO,VENEZIA MESTRE,115.375
BASILIANO,VENEZIA S LUCIA,123.759
BASSANO DEL GRAPPA,BOLZANO,152.593
BASSANO DEL GRAPPA,BORGO VALSUGANA CENTRO,53.322
BASSANO DEL GRAPPA,BORGO VALSUGANA EST,52.476
BASSANO DEL GRAPPA,BRONZOLO,141.61
BASSANO DEL GRAPPA,CALDONAZZO,70.371
BASSANO DEL GRAPPA,CAMPOSAMPIERO,29.544
BASSANO DEL GRAPPA,CARPANE VALSTAGNA,14.433
BASSANO DEL GRAPPA,CASTELFRANCO VENETO,19.098
BASSANO DEL GRAPPA,CASTELLO DI GODEGO,13.894
BASSANO DEL GRAPPA,CITTADELLA,14.57
BASSANO DEL GRAPPA,LEVICO,66.77
BASSANO DEL GRAPPA,MAERNE DI MARTELLAGO,43.825
BASSANO DEL GRAPPA,NOALE SCORZE,36.494
BASSANO DEL GRAPPA,PADOVA,51.427
BASSANO DEL GRAPPA,PERGINE,79.589
BASSANO DEL GRAPPA,PIOMBINO DESE,27.99
BASSANO DEL GRAPPA,PRIMOLANO,29.825
BASSANO DEL GRAPPA,ROMA TERMINI,518.239
BASSANO DEL GRAPPA,RONCEGNO BAGNI MARTER,58.0
BASSANO DEL GRAPPA,S PIETRO IN GU,25.045
BASSANO DEL GRAPPA,SPINEA,45.321
BASSANO DEL GRAPPA,TRENTO,97.036
BASSANO DEL GRAPPA,VENEZIA MESTRE,54.859
BASSANO DEL GRAPPA,VENEZIA S LUCIA,62.743
BASSANO DEL GRAPPA,VERONA PORTA NUOVA,89.771
BASSANO DEL GRAPPA,VICENZA,38.238
BASSANO DEL GRAPPA,VIGODARZERE,42.742
BASSANO DEL GRAPPA,VILLAZZANO,90.764
BASTIA,ROMA TERMINI,168.85
BATTIPAGLIA,BOLZANO,881.319
BATTIPAGLIA,BUCCINO S GREGORIO MAGNO,38.493
BATTIPAGLIA,CANCELLO,71.72
BATTIPAGLIA,CASERTA,81.862
BATTIPAGLIA,CODOLA,38.324
BATTIPAGLIA,COSENZA,222.923
BATTIPAGLIA,EBOLI,6.272
BATTIPAGLIA,FIRENZE S MARIA NOVELLA,536.011
BATTIPAGLIA,FISCIANO,33.956
BATTIPAGLIA,GENOVA BRIGNOLE,764.901
BATTIPAGLIA,LATINA,220.564
BATTIPAGLIA,MERCATO S SEVERINO,37.652
BATTIPAGLIA,MILANO CENTRALE,836.633
BATTIPAGLIA,NAPOLI CAMPI FLEGREI,79.996
BATTIPAGLIA,NAPOLI CENTRALE,71.362
BATTIPAGLIA,NAPOLI S GIOV BARRA,66.833
BATTIPAGLIA,NAPOLI S GIOVANNI BARRA,66.238
BATTIPAGLIA,NOCERA INFERIORE,34.643
BATTIPAGLIA,NOLA,57.526
BATTIPAGLIA,PALMA S GENNARO,50.718
BATTIPAGLIA,PAOLA,197.337
BATTIPAGLIA,PISCIOTTA PALINURO,69.412
BATTIPAGLIA,POMEZIA S PALOMBA,257.671
BATTIPAGLIA,PONTECAGNANO,10.057
BATTIPAGLIA,POTENZA CENTRALE,91.556
BATTIPAGLIA,POTENZA INFERIORE,100.195
BATTIPAGLIA,REGGIO CALABRIA CENTRALE,373.989
BATTIPAGLIA,REGGIO DI CALABRIA CENTRALE,373.989
BATTIPAGLIA,ROMA S PIETRO,287.778
BATTIPAGLIA,ROMA TERMINI,280.024
BATTIPAGLIA,SALERNO,19.938
BATTIPAGLIA,SAPRI,104.704
BATTIPAGLIA,SARNO,42.079
BATTIPAGLIA,SICIGNANO DEGLI ALBURNI,30.856
BATTIPAGLIA,TARANTO,242.327
BATTIPAGLIA,TORINO PORTA NUOVA,926.059
BATTIPAGLIA,TORINO PORTA SUSA,927.631
BATTIPAGLIA,TORRE ANNUNZIATA CENTRALE,49.277
BATTIPAGLIA,VALLO DELLA LUC CASTELNUOVO,50.126
BATTIPAGLIA,VENEZIA S LUCIA,783.308
BATTIPAGLIA,VENTIMIGLIA,909.524
BATTIPAGLIA,VILLA S GIOVANNI,359.909
BAZZANO,BOLOGNA CENTRALE,25.23
BAZZANO,CASALECCHIO GARIBALDI,17.067
BAZZANO,CRESPELLANO,4.366
BAZZANO,VIA LUNGA,7.529
BEFFI,SULMONA,28.706
BELGIOIOSO,CODOGNO,32.158
BELGIOIOSO,CREMONA,59.196
BELGIOIOSO,PAVIA,14.304
BELLA MURO,POTENZA CENTRALE,31.528
BELLA MURO,POTENZA INFERIORE,40.167
BELLA MURO,ROMA TERMINI,340.049
BELLA MURO,SALERNO,79.963
BELLANO TARTAVALLE TERME,COLICO,13.977
BELLANO TARTAVALLE TERME,LECCO,27.138
BELLANO TARTAVELLE TERME,MILANO CENTRALE,73.181
BELLANO TARTAVELLE TERME,MILANO PORTA GARIBALDI,73.592
BELLANO TARTAVELLE TERME,MILANO ROGOREDO,77.897
BELLANO TARTAVELLE TERME,SONDRIO,54.439
BELLANO TARTAVELLE TERME,TIRANO,80.445
BELLUNO,CALALZO PIEVE CADORE CORTINA,43.526
BELLUNO,CAMPOSAMPIERO,93.806
BELLUNO,CASTELFRANCO VENETO,81.664
BELLUNO,CONEGLIANO,47.714
BELLUNO,CORNUDA,57.97
BELLUNO,FELTRE,30.623
BELLUNO,LONGARONE ZOLDO,18.082
BELLUNO,MONTEBELLUNA,68.224
BELLUNO,OSPITALE DI CADORE,25.667
BELLUNO,PADOVA,115.689
BELLUNO,PERAROLO DI CADORE,33.611
BELLUNO,PONTE NELLE ALPI POLPET,7.554
BELLUNO,POSTIOMA,112.069
BELLUNO,QUERO VAS,42.363
BELLUNO,S CROCE DEL LAGO,20.273
BELLUNO,S GIUSTINA CESIO,16.358
BELLUNO,SEDICO BRIBANO,12.075
BELLUNO,TREVISO C,104.999
BELLUNO,TREVISO CENTRALE,104.999
BELLUNO,VENEZIA MESTRE,95.702
BELLUNO,VENEZIA S LUCIA,104.086
BELLUNO,VICENZA,117.123
BELLUNO,VIGODARZERE,107.004
BELLUNO,VITTORIO VENETO,34.105
BENEVENTO,ALTAVILLA IRPINA,15.343
BENEVENTO,AMOROSI MELIZZANO,71.923
BENEVENTO,AVELLINO,29.905
BENEVENTO,AVERSA,70.182
BENEVENTO,BARI CENTRALE,302.885
BENEVENTO,BENEVENTO PORTA RUFINA,2.496
BENEVENTO,CAMPOBASSO,189.98
BENEVENTO,CANCELLO,49.304
BENEVENTO,CAPUA,70.557
BENEVENTO,CASERTA,59.446
BENEVENTO,CASORIA,76.848
BENEVENTO,CASSINO,128.729
BENEVENTO,CHIANCHE CEPPALONI,11.035
BENEVENTO,CIAMPINO,248.011
BENEVENTO,COLLEFERRO SEGNI PALIANO,205.897
BENEVENTO,FORMIA GAETA,133.866
BENEVENTO,FRAGNETO MONFORTE,131.402
BENEVENTO,GRICIGNANO,69.621
BENEVENTO,ISERNIA,151.098
BENEVENTO,ITRI,139.798
BENEVENTO,LECCE,435.443
BENEVENTO,LIONI,93.985
BENEVENTO,MERCATO S SEVERINO,60.115
BENEVENTO,MILANO CENTRALE,814.217
BENEVENTO,MILANO ROGOREDO,809.491
BENEVENTO,MONTELLA,74.07
BENEVENTO,MONTEMARANO,67.166
BENEVENTO,MORCONE,148.51
BENEVENTO,NAPOLI CENTRALE,74.057
BENEVENTO,NAPOLI S GIOV BARRA,75.312
BENEVENTO,PATERNOPOLI,56.793
BENEVENTO,PISA CENTRALE,583.954
BENEVENTO,PONTE CASALDUNI,93.189
BENEVENTO,ROCCA D EVANDRO,120.304
BENEVENTO,ROCCA RAVINDOLA,133.013
BENEVENTO,ROMA S PIETRO,265.867
BENEVENTO,ROMA TERMINI,257.608
BENEVENTO,ROMA TIBURTINA,256.036
BENEVENTO,S LORENZO MAGGIORE,88.908
BENEVENTO,S MARIA CAPUA VETERE,65.707
BENEVENTO,SALERNO,77.828
BENEVENTO,SERINO,38.08
BENEVENTO,SOLOPACA,80.995
BENEVENTO,TARANTO,340.09
BENEVENTO,TELESE CERRETO,76.784
BENEVENTO,TORRE ANNUNZIATA CENTRALE,87.223
BENEVENTO,VAIRANO,105.255
BENEVENTO,VAIRANO CAIANELLO,105.255
BENEVENTO,VALLE DI MADDALONI,57.43
BENEVENTO,VENAFRO,126.578
BENEVENTO,VILLA LITERNO,81.982
BENEVENTO,VITULANO FOGLIANISE,99.246
BENEVENTO,ZAGAROLO,224.811
BERCETO,COLLECCHIO,33.037
BERCETO,LA SPEZIA CENTRALE,74.177
BERCETO,PARMA,45.014
BERCETO,VICOFERTILE,37.475
BERCHIDDA,CAGLIARI,238.243
BERCHIDDA,SASSARI,80.143
BERGAMO,1°BIVIO VALDARNO SUD,358.741
BERGAMO,BOLOGNA CENTRALE/AV,222.964
BERGAMO,BRESCIA,48.656
BERGAMO,CALOLZIOCORTE OLGINATE,136.052
BERGAMO,CALUSCO,126.415
BERGAMO,CARNATE USMATE,117.756
BERGAMO,CISANO CAPRINO BERGAMASCO,142.452
BERGAMO,COCCAGLIO,29.581
BERGAMO,CREMONA,128.03
BERGAMO,FERRARA,238.461
BERGAMO,FIDENZA,160.937
BERGAMO,FIRENZE CAMPO MARTE,316.062
BERGAMO,FORNOVO,163.09
BERGAMO,GRUMELLO DEL MONTE,17.476
BERGAMO,IMPERIA,324.791
BERGAMO,LECCO,140.769
BERGAMO,MANERBIO,70.657
BERGAMO,MILANO CENTRALE,94.739
BERGAMO,MILANO CERTOSA,102.415
BERGAMO,MILANO GRECO PIRELLI,97.806
BERGAMO,MILANO LAMBRATE,91.959
BERGAMO,MILANO PORTA GARIBALDI,96.976
BERGAMO,MONTELLO GORLAGO,11.188
BERGAMO,MONZA,105.891
BERGAMO,NAPOLI CENTRALE,782.961
BERGAMO,OLMENETA,88.99
BERGAMO,OSPITALETTO TRAVAGLIATO,37.466
BERGAMO,PALAZZOLO SULL OGLIO,21.482
BERGAMO,PESARO,367.248
BERGAMO,PIOLTELLO LIMITO,84.843
BERGAMO,PISA CENTRALE,315.929
BERGAMO,PONTE S PIETRO,135.651
BERGAMO,RIMINI,333.916
BERGAMO,ROBECCO PONTEVICO,82.485
BERGAMO,ROMA TERMINI,573.815
BERGAMO,ROVATO,32.064
BERGAMO,SERIATE,4.153
BERGAMO,SESTO S GIOVANNI,101.028
BERGAMO,SONDRIO,222.345
BERGAMO,TORINO PORTA NUOVA,241.813
BERGAMO,TREVIGLIO,69.727
BERGAMO,TREVIGLIO OVEST,69.835
BERGAMO,VENTIMIGLIA,363.786
BERGAMO,VERDELLO DALMINE,79.661
BERGAMO,VERONA PORTA NUOVA,113.245
BERNALDA,TARANTO,55.985
BESANA,CARATE CALO,4.604
BESANA,LECCO,27.856
BESANA,MILANO PORTA GARIBALDI,30.267
BESANA,MOLTENO,10.722
BESANA,MONZA,24.752
BESANA,TRIUGGIO PONTE ALBIATE,7.014
BESOZZO,GALLARATE,23.532
BESOZZO,LUINO,22.739
BESOZZO,MILANO PORTA GARIBALDI,65.756
BEVILACQUA,MANTOVA,54.708
BIANCO,CATANZARO LIDO,102.138
BIANCO,REGGIO CALABRIA CENTRALE,75.955
BIANCO,ROCCELLA JONICA,36.069
BIASSONO LESMO PARCO,MILANO PORTA GARIBALDI,19.197
BICOCCA,ACIREALE,19.515
BICOCCA,ALCANTARA,49.03
BICOCCA,CALTAGIRONE,82.308
BICOCCA,CALTANISSETTA CENTRALE,113.987
BICOCCA,CATANIA ACQUICELLA,4.548
BICOCCA,CATANIA CENTRALE,7.442
BICOCCA,FIUMEFREDDO DI SICILIA,43.721
BICOCCA,GALATI,90.395
BICOCCA,GIAMPILIERI,85.23
BICOCCA,GIARRE RIPOSTO,31.043
BICOCCA,LENTINI,21.259
BICOCCA,LETOJANNI,58.328
BICOCCA,MESSINA CENTRALE,100.623
BICOCCA,PALERMO CENTRALE,233.77
BICOCCA,ROCCALUMERA MANDANICI,72.023
BICOCCA,SIRACUSA,75.943
BICOCCA,TAORMINA,54.0
BICOCCA,TAORMINA GIARDINI,53.348
BIELLA S PAOLO,BIANZE,34.927
BIELLA S PAOLO,CASALEGGIO,38.724
BIELLA S PAOLO,CHIVASSO,57.471
BIELLA S PAOLO,COSSATO,14.257
BIELLA S PAOLO,MONTIGLIO MURISENGO,83.059
BIELLA S PAOLO,NOVARA,50.903
BIELLA S PAOLO,ROVASENDA,23.455
BIELLA S PAOLO,SALUSSOLA,15.595
BIELLA S PAOLO,SANTHIA,27.22
BIELLA S PAOLO,TORINO LINGOTTO,86.577
BIELLA S PAOLO,TORINO PORTA NUOVA,85.633
BISCEGLIE,BARI CENTRALE,34.074
BISCEGLIE,FASANO,88.452
BITETTO PALO DEL COLLE,BARI CENTRALE,15.828
BITETTO PALO DEL COLLE,TARANTO,89.541
BITRITTO,BARI CENTRALE,13.517
BITRITTO,BARI S RITA,4.69
BIVIO D AURISINA,CARNIA,97.41
BIVIO D AURISINA,PORTOGRUARO CAORLE,111.527
BIVIO D AURISINA,TARVISIO BOSCOVERDE,146.58
BIVIO D AURISINA,TRIESTE CENTRALE,14.66
BIVIO D AURISINA,UDINE,57.667
BIVIO D AURISINA,VENEZIA MESTRE,130.571
BIVIO D AURISINA,VENEZIA S LUCIA,138.955
BOIANO,ACERRA,137.626
BOIANO,CAPUA,108.035
BOIANO,CASERTA,119.144
BOIANO,CASSINO,79.003
BOIANO,CIAMPINO,205.344
BOIANO,COLLEFERRO SEGNI PALIANO,163.23
BOIANO,ISERNIA,27.493
BOIANO,MOROLO,144.784
BOIANO,NAPOLI CENTRALE,152.133
BOIANO,ROMA TERMINI,214.942
BOIANO,ROMA TIBURTINA,213.37
BOIANO,SPARANISE,92.74
BOIANO,VAIRANO CAIANELLO,73.336
BOLGHERI,CAMPIGLIA MARITTIMA,27.09
BOLOGNA CENTRALE,ALA,160.721
BOLOGNA CENTRALE,ALESSANDRIA,243.54
BOLOGNA CENTRALE,ANCONA,205.389
BOLOGNA CENTRALE,ANZOLA,12.501
BOLOGNA CENTRALE,ARENA PO,175.571
BOLOGNA CENTRALE,AREZZO,159.822
BOLOGNA CENTRALE,ARQUATA SCRIVIA,247.212
BOLOGNA CENTRALE,BAGNACAVALLO,61.771
BOLOGNA CENTRALE,BARI CENTRALE,646.979
BOLOGNA CENTRALE,BARLETTA,594.084
BOLOGNA CENTRALE,BATTIPAGLIA,626.27
BOLOGNA CENTRALE,BAZZANO,25.23
BOLOGNA CENTRALE,BOLOGNA S RUFFILLO,7.966
