partenza,arrivo,km,origine_stima
PIOMBINO,FIRENZE S MARIA NOVELLA,178.576,cammino
PIOMBINO,PISA CENTRALE,101.315,cammino
PISA CENTRALE,ALESSANDRIA,230.047,cammino
PISA CENTRALE,ALTOPASCIO,37.115,cammino
PISA CENTRALE,ANCONA,333.441,cammino
PISA CENTRALE,AREZZO,148.861,cammino
PISA CENTRALE,AULLA LUNIGIANA,78.03,cammino
PISA CENTRALE,BAGNI DI LUCCA,46.44,cammino
PISA CENTRALE,BERGAMO,310.918,cammino
PISA CENTRALE,BOLGHERI,62.043,cammino
PISA CENTRALE,BORGO A BUGGIANO,49.904,cammino
PISA CENTRALE,BRESCIA,262.219,cammino
PISA CENTRALE,CAPALBIO,198.348,cammino
PISA CENTRALE,CASCINA,12.539,adiacenti
PISA CENTRALE,CECINA,54.15,cammino
PISA CENTRALE,CIVITAVECCHIA,255.312,cammino
PISA CENTRALE,CREMONA,212.013,cammino
PISA CENTRALE,EMPOLI,47.026,cammino
PISA CENTRALE,EQUI TERME,93.221,cammino
PISA CENTRALE,FIDENZA,178.132,cammino
PISA CENTRALE,FILATTIERA,91.407,cammino
PISA CENTRALE,FIRENZE CASTELLO,74.337,cammino
PISA CENTRALE,FIRENZE RIFREDI,74.497,cammino
PISA CENTRALE,FIRENZE S MARIA NOVELLA,77.261,adiacenti
PISA CENTRALE,FOLLONICA,106.301,cammino
PISA CENTRALE,FORNACI DI BARGA,54.985,cammino
PISA CENTRALE,FORNOVO,153.415,cammino
PISA CENTRALE,GAVORRANO,121.144,cammino
PISA CENTRALE,GENOVA BRIGNOLE,158.672,cammino
PISA CENTRALE,GENOVA P PRINCIPE,161.296,cammino
PISA CENTRALE,GENOVA PIAZZA PRINCIPE,161.212,cammino
PISA CENTRALE,GRAGNOLA,91.825,cammino
PISA CENTRALE,GROSSETO,148.19,cammino
PISA CENTRALE,LIVORNO CENTRALE,20.495,adiacenti
PISA CENTRALE,LUCCA,23.133,cammino
PISA CENTRALE,MACCARESE FREGENE,301.845,cammino
PISA CENTRALE,MASSA CENTRO,42.435,cammino
PISA CENTRALE,MILANO CENTRALE,284.641,cammino
PISA CENTRALE,MILANO LAMBRATE,280.861,cammino
PISA CENTRALE,MILANO PORTA GARIBALDI,306.121,cammino
PISA CENTRALE,MILANO ROGOREDO,275.07,cammino
PISA CENTRALE,MONTEPESCALI,136.43,cammino
PISA CENTRALE,NAVACCHIO,7.675,adiacenti
PISA CENTRALE,ORBETELLO,186.093,cammino
PISA CENTRALE,PESCIA,46.248,cammino
PISA CENTRALE,PIETRASANTA,31.781,cammino
PISA CENTRALE,PIOMBINO,101.315,cammino
PISA CENTRALE,PISA S ROSSORE,2.224,adiacenti
PISA CENTRALE,PISTOIA,66.914,cammino
PISA CENTRALE,PONTREMOLI,97.998,cammino
PISA CENTRALE,PORCARI,32.256,cammino
PISA CENTRALE,PRATO CENTRALE,83.973,cammino
PISA CENTRALE,QUERCIANELLA,33.722,cammino
PISA CENTRALE,RIGOLI,11.425,cammino
PISA CENTRALE,ROMA OSTIENSE,326.214,cammino
PISA CENTRALE,ROMA S PIETRO,321.403,cammino
PISA CENTRALE,ROMA TERMINI,333.327,cammino
PISA CENTRALE,ROMA TIBURTINA,337.847,cammino
PISA CENTRALE,ROMA TUSCOLANA,329.899,cammino
PISA CENTRALE,ROSIGNANO,43.518,cammino
PISA CENTRALE,S GIULIANO TERME,8.298,cammino
PISA CENTRALE,S PIETRO A VICO,28.367,cammino
PISA CENTRALE,S VINCENZO,78.514,cammino
PISA CENTRALE,SARZANA,59.654,cammino
PISA CENTRALE,SERIATE,307.346,cammino
PISA CENTRALE,TARQUINIA,235.428,cammino
PISA CENTRALE,TORINO PORTA SUSA,321.652,cammino
PISA CENTRALE,VADA,48.233,cammino
PISA CENTRALE,VEROLANUOVA,234.962,cammino
PISA CENTRALE,VEZZANO LIGURE,67.066,cammino
PISA CENTRALE,VIAREGGIO,22.242,cammino
PISA S ROSSORE,LUCCA,20.909,cammino
PISA S ROSSORE,PISA CENTRALE,2.224,adiacenti
PISA S ROSSORE,PONTREMOLI,95.774,cammino
PISCINA DI PINEROLO,CHIVASSO,54.195,cammino
PISCINA DI PINEROLO,TORINO LINGOTTO,25.005,cammino
PISTOIA,ALTOPASCIO,29.799,cammino
PISTOIA,ANCONA,289.646,cammino
PISTOIA,AREZZO,105.066,cammino
PISTOIA,COMPIOBBI,43.581,cammino
PISTOIA,CORBEZZI,17.578,cammino
PISTOIA,FIGLINE VALDARNO,61.242,cammino
PISTOIA,FIRENZE CASTELLO,28.084,cammino
PISTOIA,FIRENZE RIFREDI,30.702,cammino
PISTOIA,FIRENZE S MARIA NOVELLA,33.466,cammino
PISTOIA,FIRENZE STATUTO,32.743,cammino
PISTOIA,INCISA,65.605,cammino
PISTOIA,LIVORNO CENTRALE,87.409,cammino
PISTOIA,LUCCA,43.781,adiacenti
PISTOIA,MARRADI,100.205,cammino
PISTOIA,PESCIA,20.666,cammino
PISTOIA,PISA CENTRALE,66.914,cammino
PISTOIA,PONTASSIEVE,51.198,cammino
PISTOIA,PORRETTA TERME,39.851,cammino
PISTOIA,PRACCHIA,25.091,cammino
PISTOIA,PRATO CENTRALE,17.059,adiacenti
PISTOIA,SESTO FIORENTINO,25.426,cammino
PISTOIA,VIAREGGIO,66.809,cammino
POGGIBONSI,CERTALDO,13.545,adiacenti
POGGIBONSI,EMPOLI,38.45,cammino
POGGIBONSI,FIRENZE S MARIA NOVELLA,68.685,cammino
POGGIBONSI,GRANAIOLO,27.857,cammino
POGGIBONSI,SIENA,25.053,adiacenti
PONTASSIEVE,AREZZO,63.878,cammino
PONTASSIEVE,CHIUSI C T,127.069,cammino
PONTASSIEVE,CONTEA LONDA,14.687,cammino
PONTASSIEVE,DICOMANO,18.115,cammino
PONTASSIEVE,FIRENZE RIFREDI,20.496,cammino
PONTASSIEVE,FIRENZE S MARIA NOVELLA,19.771,cammino
PONTASSIEVE,FIRENZE STATUTO,18.455,cammino
PONTASSIEVE,FOLIGNO,180.822,cammino
PONTASSIEVE,PISTOIA,51.198,cammino
PONTASSIEVE,PRATO CENTRALE,34.139,cammino
PONTASSIEVE,ROMA OSTIENSE,296.459,cammino
PONTASSIEVE,ROMA TIBURTINA,284.826,cammino
PONTASSIEVE,RUFINA,7.527,adiacenti
PONTASSIEVE,VICCHIO,25.669,cammino
PONTE A ELSA,CHIUSI C T,147.707,cammino
PONTE A ELSA,POGGIBONSI,33.697,cammino
PONTE A ELSA,SIENA,58.75,cammino
PONTICINO,FIRENZE S MARIA NOVELLA,60.682,cammino
PONTICINO,FOLIGNO,133.101,cammino
PONTICINO,PRATO CENTRALE,75.05,cammino
PONTREMOLI,AULLA LUNIGIANA,19.968,cammino
PONTREMOLI,COLLECCHIO,66.614,cammino
PONTREMOLI,EMPOLI,145.024,cammino
PONTREMOLI,FILATTIERA,6.591,adiacenti
PONTREMOLI,FIRENZE RIFREDI,172.495,cammino
PONTREMOLI,FIRENZE S MARIA NOVELLA,175.259,cammino
PONTREMOLI,FORNOVO,55.417,cammino
PONTREMOLI,GENOVA BRIGNOLE,124.966,cammino
PONTREMOLI,LIVORNO CENTRALE,118.493,cammino
PONTREMOLI,MASSA CENTRO,55.563,cammino
PONTREMOLI,MILANO CENTRALE,186.643,cammino
PONTREMOLI,MILANO PORTA GARIBALDI,208.123,cammino
PONTREMOLI,OSTIA PARMENSE,24.937,cammino
PONTREMOLI,PARMA,78.38,cammino
PONTREMOLI,PISA CENTRALE,97.998,cammino
PONTREMOLI,SARZANA,38.344,cammino
PONTREMOLI,SIGNA,162.876,cammino
PONTREMOLI,VEZZANO LIGURE,33.354,cammino
PONTREMOLI,VIAREGGIO,75.756,cammino
PONTREMOLI,VICOFERTILE,71.092,cammino
PORCARI,FIRENZE S MARIA NOVELLA,68.124,cammino
PORCARI,PISTOIA,34.658,cammino
PORCARI,VIAREGGIO,32.151,cammino
PORRETTA TERME,BOLOGNA CENTRALE,137.452,cammino
PORRETTA TERME,CORBEZZI,22.273,cammino
PORRETTA TERME,FIRENZE S MARIA NOVELLA,73.317,cammino
PORRETTA TERME,PIANORO,121.168,cammino
PORRETTA TERME,PISTOIA,39.851,cammino
PORRETTA TERME,PISTOIA OVEST,38.378,cammino
PORRETTA TERME,PRACCHIA,14.76,cammino
PRACCHIA,PISTOIA,25.091,cammino
PRACCHIA,PORRETTA TERME,14.76,cammino
PRATO CENTRALE,AREZZO,88.007,cammino
PRATO CENTRALE,BOLOGNA CENTRALE,80.542,cammino
PRATO CENTRALE,CHIUSI C T,151.198,cammino
PRATO CENTRALE,COMPIOBBI,26.522,cammino
PRATO CENTRALE,FIGLINE VALDARNO,44.183,cammino
PRATO CENTRALE,FIRENZE CASTELLO,11.025,cammino
PRATO CENTRALE,FIRENZE RIFREDI,13.643,adiacenti
PRATO CENTRALE,FIRENZE S MARIA NOVELLA,16.407,cammino
PRATO CENTRALE,GRIZZANA,44.916,cammino
PRATO CENTRALE,INCISA,48.546,cammino
PRATO CENTRALE,LUCCA,60.84,cammino
PRATO CENTRALE,PESCIA,37.725,cammino
PRATO CENTRALE,PIANORO,64.258,cammino
PRATO CENTRALE,PISA CENTRALE,83.973,cammino
PRATO CENTRALE,PISTOIA,17.059,adiacenti
PRATO CENTRALE,PONTASSIEVE,34.139,cammino
PRATO CENTRALE,RIGNANO SULL ARNO REGGELLO,42.358,cammino
PRATO CENTRALE,ROMA TERMINI,313.475,cammino
PRATO CENTRALE,ROMA TIBURTINA,308.955,cammino
PRATO CENTRALE,VAIANO,10.125,adiacenti
PRATO CENTRALE,VIAREGGIO,83.868,cammino
PRATOVECCHIO STIA,AREZZO,44.561,cammino
PRATOVECCHIO STIA,FIRENZE S MARIA NOVELLA,118.2,cammino
PREMOSELLO CHIOVENDA,ARONA,40.015,cammino
PREMOSELLO CHIOVENDA,GALLARATE,65.515,cammino
PREMOSELLO CHIOVENDA,MILANO CENTRALE,108.015,cammino
PREMOSELLO CHIOVENDA,MILANO PORTA GARIBALDI,104.255,cammino
PREMOSELLO CHIOVENDA,NOVARA,71.335,cammino
RACCONIGI,CUNEO,51.1,cammino
RACCONIGI,TORINO STURA,46.01,cammino
RAPOLANO TERME,CHIUSI C T,50.983,cammino
RAPOLANO TERME,EMPOLI,100.936,cammino
RAPOLANO TERME,SIENA,37.974,cammino
RAVENNA,ARQUATA SCRIVIA,408.815,cammino
RAVENNA,BOLOGNA CENTRALE,83.92,cammino
RAVENNA,CASTELBOLOGNESE,40.716,cammino
RAVENNA,CESENATICO,28.622,cammino
RAVENNA,FAENZA,33.473,adiacenti
RAVENNA,FIDENZA,389.95,cammino
RAVENNA,FIORENZUOLA,403.425,cammino
RAVENNA,FIRENZE S MARIA NOVELLA,134.557,cammino
RAVENNA,FOLIGNO,313.487,cammino
RAVENNA,GENOVA BRIGNOLE,370.49,cammino
RAVENNA,GENOVA P PRINCIPE,373.114,cammino
RAVENNA,GENOVA PIAZZA PRINCIPE,373.03,cammino
RAVENNA,GENOVA SAMPIERDARENA,381.676,cammino
RAVENNA,GRANAROLO,24.552,cammino
RAVENNA,IGEA MARINA,39.249,cammino
RAVENNA,IMOLA,48.522,cammino
RAVENNA,MILANO CENTRALE,496.459,cammino
RAVENNA,PARMA,388.196,cammino
RAVENNA,PESARO,83.311,cammino
RAVENNA,PIACENZA,425.064,cammino
RAVENNA,PISTOIA,168.023,cammino
RAVENNA,RIMINI,49.911,cammino
RAVENNA,RIMINI VISERBA,45.667,cammino
RAVENNA,ROMA TERMINI,422.011,cammino
RAVENNA,RONCO SCRIVIA,398.33,cammino
RAVENNA,RUSSI,16.398,cammino
RAVENNA,VOGHERA,479.98,cammino
RECCO,GENOVA BRIGNOLE,17.45,cammino
RECCO,GENOVA NERVI,9.233,adiacenti
RECCO,GENOVA P PRINCIPE,20.074,cammino
RECCO,GENOVA PRA,36.977,cammino
RECCO,GENOVA SAMPIERDARENA,28.636,cammino
RECCO,GENOVA VOLTRI,39.518,cammino
RECCO,MILANO CENTRALE,189.976,cammino
RECCO,ROMA OSTIENSE,467.436,cammino
RECCO,SARZANA,81.569,cammino
RECCO,SAVONA,67.484,cammino
RECCO,SESTRI LEVANTE,25.105,cammino
RECCO,VENTIMIGLIA,167.024,cammino
RHO,ARONA,71.37,cammino
RHO,BOLOGNA CENTRALE,443.159,cammino
RHO,DOMODOSSOLA,122.495,cammino
RHO,FIRENZE S MARIA NOVELLA,378.252,cammino
RHO,GALLARATE,58.85,cammino
RHO,MAGENTA,14.15,adiacenti
RHO,MILANO CENTRALE,16.35,adiacenti
RHO,MILANO PORTA GARIBALDI,37.83,cammino
RHO,MILANO ROGOREDO,25.921,cammino
RHO,NOVARA,35.63,cammino
RHO,ROMA S PIETRO,622.394,cammino
RHO,TORTONA,95.586,cammino
RHO,TRECATE,26.11,cammino
RHO,VENTIMIGLIA,303.965,cammino
RHO FIERA,BOLOGNA CENTRALE,439.429,cammino
RHO FIERA,PARMA,166.809,cammino
RHO FIERA,ROMA TERMINI,630.588,cammino
RIGNANO SULL ARNO REGGELLO,PISTOIA,59.417,cammino
RIGOLI,AULLA LUNIGIANA,85.007,cammino
RIGOLI,FIRENZE S MARIA NOVELLA,88.686,cammino
RIGOLI,FORNACI DI BARGA,43.56,cammino
RIGOLI,LUCCA,11.708,adiacenti
RIGOLI,PISA CENTRALE,11.425,cammino
RIGOMAGNO,CHIUSI C T,38.387,cammino
RIMINI,ANCONA,93.038,cammino
RIMINI,ASTI,504.745,cammino
RIMINI,BERGAMO,551.321,cammino
RIMINI,BOLOGNA CENTRALE,112.486,adiacenti
RIMINI,BRESCIA,502.622,cammino
RIMINI,BRISIGHELLA,75.088,cammino
RIMINI,CASALPUSTERLENGO,470.635,cammino
RIMINI,CASTELBOLOGNESE,69.301,cammino
RIMINI,CESENA,28.445,adiacenti
RIMINI,CESENATICO,21.289,cammino
RIMINI,CODOGNO,465.778,cammino
RIMINI,DICOMANO,143.135,cammino
RIMINI,FAENZA,62.058,cammino
RIMINI,FANO,45.882,cammino
RIMINI,FIDENZA,418.535,cammino
RIMINI,FIORENZUOLA,432.01,cammino
RIMINI,FIRENZE S MARIA NOVELLA,163.142,cammino
RIMINI,FOLIGNO,342.072,cammino
RIMINI,FORLI,46.33,cammino
RIMINI,IGEA MARINA,10.662,adiacenti
RIMINI,IMOLA,77.107,cammino
RIMINI,MAROTTA MONDOLFO,58.132,cammino
RIMINI,MARRADI,96.403,cammino
RIMINI,MILANO CENTRALE,525.044,cammino
RIMINI,MILANO LAMBRATE,521.264,cammino
RIMINI,MILANO PORTA GARIBALDI,546.524,cammino
RIMINI,MILANO ROGOREDO,515.473,cammino
RIMINI,PARMA,416.781,cammino
RIMINI,PESARO,33.4,cammino
RIMINI,PIACENZA,453.649,cammino
RIMINI,RAVENNA,49.911,cammino
RIMINI,RIMINI VISERBA,4.244,adiacenti
RIMINI,ROMA TERMINI,450.596,cammino
RIMINI,RUSSI,66.309,cammino
RIMINI,SENIGALLIA,67.173,cammino
RIMINI,TORINO PORTA NUOVA,560.525,cammino
RIMINI VISERBA,BOLOGNA CENTRALE,116.73,cammino
RIMINI VISERBA,CASTELBOLOGNESE,73.545,cammino
RIMINI VISERBA,RAVENNA,45.667,cammino
ROBILANTE,CUNEO,13.08,cammino
ROBILANTE,FOSSANO,38.22,cammino
ROCCASTRADA,EMPOLI,135.036,cammino
ROCCASTRADA,GROSSETO,28.603,cammino
ROCCASTRADA,SIENA,72.074,cammino
RODALLO,TORINO PORTA NUOVA,38.97,cammino
ROMA OSTIENSE,ANCONA,550.747,cammino
ROMA OSTIENSE,ASCIANO,226.609,cammino
ROMA OSTIENSE,BOLGHERI,264.171,cammino
ROMA OSTIENSE,CIVITAVECCHIA,70.902,cammino
ROMA OSTIENSE,FIRENZE S MARIA NOVELLA,306.22,cammino
ROMA OSTIENSE,GENOVA BRIGNOLE,484.886,cammino
ROMA OSTIENSE,GENOVA P PRINCIPE,487.51,cammino
ROMA OSTIENSE,GENOVA PIAZZA PRINCIPE,487.426,cammino
ROMA OSTIENSE,GROSSETO,178.024,cammino
ROMA OSTIENSE,LIVORNO CENTRALE,305.719,cammino
ROMA OSTIENSE,MILANO CENTRALE,610.855,cammino
ROMA OSTIENSE,NIZZA MONFERRATO,610.681,cammino
ROMA OSTIENSE,ORTE,87.612,cammino
ROMA OSTIENSE,ORVIETO,129.959,cammino
ROMA OSTIENSE,PISA CENTRALE,326.214,cammino
ROMA OSTIENSE,ROMA S PIETRO,4.811,cammino
ROMA OSTIENSE,ROMA TERMINI,7.114,adiacenti
ROMA OSTIENSE,ROMA TIBURTINA,11.633,cammino
ROMA OSTIENSE,ROMA TUSCOLANA,3.685,adiacenti
ROMA OSTIENSE,S VINCENZO,247.7,cammino
ROMA OSTIENSE,SESTRI LEVANTE,442.331,cammino
ROMA OSTIENSE,SIENA,258.347,cammino
ROMA OSTIENSE,TORINO PORTA NUOVA,646.336,cammino
ROMA OSTIENSE,VENTIMIGLIA,634.46,cammino
ROMA S PIETRO,ANCONA,555.558,cammino
ROMA S PIETRO,ASSISI,269.295,cammino
ROMA S PIETRO,BOLOGNA CENTRALE,405.941,cammino
ROMA S PIETRO,CIVITAVECCHIA,66.091,cammino
ROMA S PIETRO,FIRENZE S MARIA NOVELLA,311.031,cammino
ROMA S PIETRO,GROSSETO,173.213,cammino
ROMA S PIETRO,MILANO CENTRALE,606.044,cammino
ROMA S PIETRO,MONTEPESCALI,184.973,cammino
ROMA S PIETRO,PESARO,495.92,cammino
ROMA S PIETRO,PISA CENTRALE,321.403,cammino
ROMA S PIETRO,RHO,622.394,cammino
ROMA S PIETRO,ROMA OSTIENSE,4.811,cammino
ROMA S PIETRO,ROMA TERMINI,11.924,cammino
ROMA S PIETRO,ROMA TIBURTINA,16.444,cammino
ROMA S PIETRO,TORINO PORTA NUOVA,641.525,cammino
ROMA S PIETRO,VIAREGGIO,343.645,cammino
ROMA TERMINI,ALASSIO,585.523,cammino
ROMA TERMINI,ALBA,675.128,cammino
ROMA TERMINI,ALBINIA,153.763,cammino
ROMA TERMINI,ALESSANDRIA,563.374,cammino
ROMA TERMINI,ANCONA,543.634,cammino
ROMA TERMINI,AREZZO,225.468,cammino
ROMA TERMINI,ARQUATA SCRIVIA,530.324,cammino
ROMA TERMINI,ASSISI,257.371,cammino
ROMA TERMINI,ASTI,597.669,cammino
ROMA TERMINI,ATTIGLIANO,94.135,cammino
ROMA TERMINI,BARDONECCHIA,739.659,cammino
ROMA TERMINI,BASTIA,253.974,cammino
ROMA TERMINI,BERGAMO,644.245,cammino
ROMA TERMINI,BOLOGNA CENTRALE,394.017,cammino
ROMA TERMINI,BRESCIA,595.546,cammino
ROMA TERMINI,CECINA,279.177,cammino
ROMA TERMINI,CHIAVARI,456.904,cammino
ROMA TERMINI,CHIUSI C T,162.277,cammino
ROMA TERMINI,CIVITAVECCHIA,78.015,cammino
ROMA TERMINI,EMPOLI,314.196,cammino
ROMA TERMINI,FIGLINE VALDARNO,269.292,cammino
ROMA TERMINI,FIRENZE RIFREDI,299.832,cammino
ROMA TERMINI,FIRENZE S MARIA NOVELLA,299.107,cammino
ROMA TERMINI,FOLIGNO,273.04,cammino
ROMA TERMINI,FOLLONICA,227.026,cammino
ROMA TERMINI,GENOVA BRIGNOLE,491.999,cammino
ROMA TERMINI,GENOVA NERVI,483.782,cammino
ROMA TERMINI,GENOVA P PRINCIPE,494.623,cammino
ROMA TERMINI,GENOVA PIAZZA PRINCIPE,494.539,cammino
ROMA TERMINI,GROSSETO,185.137,cammino
ROMA TERMINI,IMPERIA,603.223,cammino
ROMA TERMINI,LIVORNO CENTRALE,312.832,cammino
ROMA TERMINI,MACCARESE FREGENE,31.482,cammino
ROMA TERMINI,MASSA CENTRO,375.762,cammino
ROMA TERMINI,MILANO CENTRALE,617.968,cammino
ROMA TERMINI,MILANO PORTA GARIBALDI,639.448,cammino
ROMA TERMINI,MILANO ROGOREDO,608.397,cammino
ROMA TERMINI,MONTEPESCALI,196.897,cammino
ROMA TERMINI,ORBETELLO,147.234,cammino
ROMA TERMINI,ORTE,80.499,cammino
ROMA TERMINI,ORVIETO,122.846,cammino
ROMA TERMINI,PAVIA,626.349,cammino
ROMA TERMINI,PERUGIA,233.401,cammino
ROMA TERMINI,PIACENZA,546.573,cammino
ROMA TERMINI,PISA CENTRALE,333.327,cammino
ROMA TERMINI,PISA S ROSSORE,335.551,cammino
ROMA TERMINI,PONTASSIEVE,289.346,cammino
ROMA TERMINI,PONTICINO,241.625,cammino
ROMA TERMINI,PRATO CENTRALE,313.475,cammino
ROMA TERMINI,RAVENNA,422.011,cammino
ROMA TERMINI,RHO FIERA,630.588,cammino
ROMA TERMINI,RIMINI,450.596,cammino
ROMA TERMINI,ROMA OSTIENSE,7.114,adiacenti
ROMA TERMINI,ROMA S PIETRO,11.924,cammino
ROMA TERMINI,ROMA TIBURTINA,4.52,adiacenti
ROMA TERMINI,ROMA TRASTEVERE,8.595,cammino
ROMA TERMINI,ROMA TUSCOLANA,3.428,adiacenti
ROMA TERMINI,ROSIGNANO,289.809,cammino
ROMA TERMINI,S MARINELLA,69.109,cammino
ROMA TERMINI,S VINCENZO,254.813,cammino
ROMA TERMINI,SAVONA,542.033,cammino
ROMA TERMINI,SESTRI LEVANTE,449.444,cammino
ROMA TERMINI,SIENA,251.234,cammino
ROMA TERMINI,SPELLO,268.113,cammino
ROMA TERMINI,TAGGIA ARMA,619.203,cammino
ROMA TERMINI,TARQUINIA,97.899,cammino
ROMA TERMINI,TORINO LINGOTTO,649.129,cammino
ROMA TERMINI,TORINO PORTA NUOVA,653.449,cammino
ROMA TERMINI,TORINO PORTA SUSA,654.979,cammino
ROMA TERMINI,TORINO STURA,660.829,cammino
ROMA TERMINI,VENTIMIGLIA,641.573,cammino
ROMA TERMINI,VEZZANO LIGURE,400.393,cammino
ROMA TERMINI,VIAREGGIO,355.569,cammino
ROMA TIBURTINA,ANCONA,539.114,cammino
ROMA TIBURTINA,AREZZO,220.948,cammino
ROMA TIBURTINA,BOLOGNA CENTRALE,389.497,cammino
ROMA TIBURTINA,CHIUSI C T,157.757,cammino
ROMA TIBURTINA,CIVITAVECCHIA,82.535,cammino
ROMA TIBURTINA,FIGLINE VALDARNO,264.772,cammino
ROMA TIBURTINA,FIRENZE RIFREDI,295.312,cammino
ROMA TIBURTINA,FIRENZE S MARIA NOVELLA,294.587,cammino
ROMA TIBURTINA,FOLIGNO,268.52,cammino
ROMA TIBURTINA,GENOVA P PRINCIPE,499.143,cammino
ROMA TIBURTINA,MILANO CENTRALE,622.488,cammino
ROMA TIBURTINA,MILANO ROGOREDO,612.917,cammino
ROMA TIBURTINA,ORTE,75.979,adiacenti
ROMA TIBURTINA,PERUGIA,228.881,cammino
ROMA TIBURTINA,PRATO CENTRALE,308.955,cammino
ROMA TIBURTINA,ROMA OSTIENSE,11.633,cammino
ROMA TIBURTINA,ROMA S PIETRO,16.444,cammino
ROMA TIBURTINA,ROMA TERMINI,4.52,adiacenti
ROMA TIBURTINA,ROMA TRASTEVERE,13.115,cammino
ROMA TIBURTINA,ROMA TUSCOLANA,7.948,cammino
ROMA TIBURTINA,SAVONA,546.553,cammino
ROMA TIBURTINA,SESTRI LEVANTE,453.964,cammino
ROMA TIBURTINA,TORINO PORTA NUOVA,657.969,cammino
ROMA TUSCOLANA,CIVITAVECCHIA,74.587,cammino
ROMA TUSCOLANA,GENOVA P PRINCIPE,491.195,cammino
ROMA TUSCOLANA,GROSSETO,181.709,cammino
ROMA TUSCOLANA,MILANO CENTRALE,614.54,cammino
ROMA TUSCOLANA,ORTE,83.927,cammino
ROMA TUSCOLANA,PISA CENTRALE,329.899,cammino
ROMA TUSCOLANA,ROMA OSTIENSE,3.685,adiacenti
ROMA TUSCOLANA,ROMA TERMINI,3.428,adiacenti
ROMA TUSCOLANA,ROMA TIBURTINA,7.948,cammino
RONCO SCRIVIA,GENOVA BRIGNOLE,27.84,cammino
RONCO SCRIVIA,GENOVA PIAZZA PRINCIPE,25.3,adiacenti
RONCO SCRIVIA,MILANO CENTRALE,144.686,cammino
RONCO SCRIVIA,PIACENZA,196.939,cammino
RONCO SCRIVIA,RIMINI,426.915,cammino
RONCO SCRIVIA,TORINO PORTA NUOVA,133.61,cammino
RONCO SCRIVIA,VOGHERA,81.65,cammino
RONTA,FIRENZE S MARIA NOVELLA,43.446,cammino
RONTA,MARRADI,23.293,adiacenti
ROSIGNANO,FIRENZE S MARIA NOVELLA,120.779,cammino
ROSIGNANO,ROMA TERMINI,289.809,cammino
ROVASENDA,BIELLA S PAOLO,23.23,cammino
ROVASENDA,NOVARA,27.54,cammino
ROVATO,BERGAMO,31.678,cammino
ROVATO,BRESCIA,17.021,adiacenti
ROVATO,CREMONA,67.227,cammino
ROVATO,MILANO CENTRALE,207.617,cammino
ROVATO,MILANO LAMBRATE,203.837,cammino
ROVATO,SERIATE,28.106,cammino
RUFINA,FIRENZE RIFREDI,28.023,cammino
RUFINA,FIRENZE S MARIA NOVELLA,27.298,cammino
RUFINA,PONTASSIEVE,7.527,adiacenti
RUSSI,BOLOGNA CENTRALE,67.536,cammino
RUSSI,FAENZA,17.089,cammino
RUSSI,GENOVA BRIGNOLE,354.106,cammino
RUSSI,GENOVA P PRINCIPE,356.73,cammino
RUSSI,RAVENNA,16.398,cammino
S CASSIANO,FIRENZE S MARIA NOVELLA,76.062,cammino
S GIULIANO TERME,AULLA LUNIGIANA,81.88,cammino
S GIULIANO TERME,FIRENZE S MARIA NOVELLA,85.559,cammino
S GIULIANO TERME,FORNACI DI BARGA,46.687,cammino
S GIULIANO TERME,LUCCA,14.835,adiacenti
S GIULIANO TERME,PISA CENTRALE,8.298,cammino
S GIUSEPPE DI CAIRO,ACQUI TERME,48.015,cammino
S GIUSEPPE DI CAIRO,ALESSANDRIA,81.925,cammino
S GIUSEPPE DI CAIRO,CENGIO,8.75,adiacenti
S GIUSEPPE DI CAIRO,CEVA,25.35,adiacenti
S GIUSEPPE DI CAIRO,FOSSANO,63.51,cammino
S GIUSEPPE DI CAIRO,MAGLIANO CRAVA MOROZZO,50.62,cammino
S GIUSEPPE DI CAIRO,MONDOVI,44.52,cammino
S GIUSEPPE DI CAIRO,SAVONA,20.29,adiacenti
S GIUSEPPE DI CAIRO,TORINO PORTA NUOVA,126.95,cammino
S PIERO A SIEVE,FIRENZE S MARIA NOVELLA,29.854,cammino
S PIETRO A VICO,AULLA LUNIGIANA,84.05,cammino
S PIETRO A VICO,LUCCA,5.234,adiacenti
S PIETRO A VICO,PISA CENTRALE,28.367,cammino
S VINCENZO,FIRENZE S MARIA NOVELLA,155.775,cammino
S VINCENZO,GROSSETO,69.676,cammino
S VINCENZO,LIVORNO CENTRALE,58.019,cammino
S VINCENZO,PISA CENTRALE,78.514,cammino
S VINCENZO,ROMA TERMINI,254.813,cammino
SALBERTRAND,AVIGLIANA,45.08,cammino
SALBERTRAND,BUSSOLENO,23.65,cammino
SALBERTRAND,TORINO PORTA NUOVA,69.18,cammino
SALUSSOLA,SANTHIA,11.165,adiacenti
SALUZZO,SAVIGLIANO,14.88,adiacenti
SANTHIA,BIELLA S PAOLO,26.72,adiacenti
SANTHIA,CHIVASSO,30.68,adiacenti
SANTHIA,IVREA,63.14,cammino
SANTHIA,MILANO CENTRALE,92.99,cammino
SANTHIA,MILANO PORTA GARIBALDI,89.23,cammino
SANTHIA,NOVARA,41.01,cammino
SANTHIA,SALUSSOLA,11.165,adiacenti
SANTHIA,TORINO LINGOTTO,59.87,cammino
SANTHIA,TORINO PORTA NUOVA,59.06,cammino
SANTHIA,VERCELLI,19.12,adiacenti
SARZANA,COGOLETO,131.382,cammino
